Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Oat & Raisin Cookies 5Pack,(6),3.5,1.00,"5 Oat and raisin cookies with mixed spices. Expertly baked in store since 1968 Made with oats, plump raisins and cinnamon for a soft chewy cookie.","INGREDIENTS: Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Raisins (22%), Palm Oil, Sugar, Soft Brown Sugar, Oats, Humectant (Glycerol), Rapeseed Oil, Water, Glucose-Fructose Syrup, Raising Agents (Disodium Diphosphate, Potassium Carbonates), Golden Syrup, Invert Sugar, Wheat Fibre, Mixed Spices (Cinnamon, Coriander, Ginger, Nutmeg, Fennel, Clove, Cardamom), Milk Sugar, Whey Powder (Milk), Salt, Flavouring.",Energy 1771kJ / 422kcal ,Energy1771kJ / 422kcal744kJ / 177kcalFat15.9g6.7gSaturates6.0g2.5gCarbohydrate63.6g26.7gSugars37.8g15.9gFibre2.7g1.,https://www.tesco.com/groceries/en-GB/products/283292715
Mr Kipling Almond Slices 6 Pack,(3),1,1.00,"Pastry Base Layered with Plum and Raspberry Jam (14%) and Almond Flavoured Sponge, Sprinkled with Flaked Almonds (7%).","Wheat Flour (with Added Calcium, Iron, Niacin, Thiamin), Sugar, Plum and Raspberry Jam (Glucose-Fructose Syrup, Plum Purée, Sugar, Raspberry Purée, Gelling Agent (Pectin), Acid (Citric Acid), Acidity Regulator (Sodium Citrates), Colour (Anthocyanins), Preservative (Potassium Sorbate), Flavouring), Vegetable Oils (Palm, Rapeseed), Water, Glucose Syrup, Flaked Almonds, Invert Sugar Syrup, Dried Egg White, Whey Powder (Milk), Desiccated Coconut (contains Preservative (Sodium Metabisulphite (Sulphites))), Soya Flour, Ground Almonds, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Preservative (Potassium Sorbate), Milk Proteins, Salt, Flavourings (contain Milk), Colour (Lutein)",Energy 1722kJ ,Energy 1722kJ606kJ-411kcal145kcalFat 18.5g6.5g of which Saturates 5.6g2.0gCarbohydrate 54.2g19.1g of,https://www.tesco.com/groceries/en-GB/products/254947308
Mini Danish Selection 5 Pack,(9),2.6,1.20,"A selection of mini pastries: maple and pecan plait, cinnamon swirl, apple coronet, raspberry flavour and vanilla crème crowns.","INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Vegetable Margarine [Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier (Mono-and Diglycerides of Fatty Acids), Salt, Acidity Regulator (Citric Acid), Flavouring], Sugar, Water, Raspberry, Apple, Yeast, Pasteurised Egg Yolk, Maize Starch, Pecan Nuts, Glazing Agent (Isomalt), Modified Potato Starch, Whey Powder (Milk), Maple Syrup, Tapioca Starch, Cinnamon, Sugar Syrup, Salt, Dried Skimmed Milk, Wheat Gluten, Cane Sugar Syrup, Coconut Oil, Gelling Agent (Agar), Flavouring, Stabilisers (Pectin, Calcium Alginate, Tetrasodium Diphosphate, Disodium Diphosphate, Disodium Phosphate), Thickeners (Sodium Alginate, Pectin), Glucose Syrup, Elderberry Concentrate, Preservative (Potassium Sorbate), Almonds, Acidity Regulators (Trisodium Citrate, Citric Acid), Rapeseed Oil, Colour (Beta-Carotene), Milk Proteins, Flour Treatment Agent (Ascorbic Acid).",Energy 1689kJ / 404kcal ,Energy1689kJ / 404kcal642kJ / 154kcalFat22.2g8.4gSaturates9.4g3.6gCarbohydrate44.3g16.8gSugars14.9g5.6gFibre2.2g0.8,https://www.tesco.com/groceries/en-GB/products/273889083
Chocolate Twist 2 Pack,(5),4,1.20,2 Pastry twists with a custard and dark chocolate chip filling.,"INGREDIENTS: Custard Cream Filling (32%)[Water, Sugar, Whey Powder (Milk), Modified Potato Starch, Flavouring, Dried Skimmed Milk, Thickener (Sodium Alginate), Dried Cream (Milk), Stabilisers (Calcium Sulphate, Diphosphates), Colour (Beta-Carotene), Carrot Extract], Wheat Flour, Butter (Milk), Dark Choco Drops (12%)[Sugar, Cocoa Mass, Defatted Cocoa Powder, Emulsifier (Sunflower Lecithins), Cocoa Butter, Flavouring], Sugar, Yeast, Wheat Gluten, Salt, Water, Sunflower Oil, Malted Wheat Flour, Wheatgerm Flour, Pea Protein, Potato Protein, Broad Bean Protein, Maltodextrin, Dextrose, Maize Starch, Acerola Extract, Colour (Beta-Carotene).",Energy 1497kJ / 358kcal ,Energy1497kJ / 358kcal1288kJ / 308kcalFat17.7g15.2gSaturates11.6g10.0gCarbohydrate41.6g35.8gSugars18.4g15.8gFibre2.8g2.,https://www.tesco.com/groceries/en-GB/products/295015007
Ms Molly's Flapjack Traybake 360G,(13),2.8,0.80,Oat flapjack with golden syrup.,"INGREDIENTS: Oats (45%), Invert Sugar Syrup (25%), Sweetened Condensed Skimmed Milk (Skimmed Milk, Sugar), Palm Oil, Sugar, Rapeseed Oil, Coconut Oil, Emulsifier (Mono- and Di-Acetyl Tartaric Acid Esters of Mono- and Di-Glycerides of Fatty Acids), Flavouring.",Energy 1685kJ / 401kcal ,Energy1685kJ / 401kcal758kJ / 180kcalFat14.3g6.4gSaturates5.1g2.3gCarbohydrate59.4g26.7gSugars30.6g13.8gFibre3.8g1.7,https://www.tesco.com/groceries/en-GB/products/300523717
Tesco Blackcurrant Sundae Tarts 4 Pack,(25),3.5,1.00,"4 Sweet pastry cases, filled with a blackcurrant filling and topped with a vanilla flavour topping and a sweet dusting.","INGREDIENTS LIST:Blackcurrant Filling (32%), Sugar, Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Vegetable Margarine, Butter (Milk), Rapeseed Oil, Palm Oil, Glucose Syrup, Whey Powder (Milk), Dextrose, Water, Maize Starch, Flavouring, Salt, Cornflour, Dried Egg White.Blackcurrant Filling contains: Sugar, Blackcurrant, Blackcurrant Purée, Dextrose, Humectant (Glycerol), Cornflour, Glucose-Fructose Syrup, Apple Purée, Acidity Regulator (Citric Acid), Salt, Preservative (Potassium Sorbate).Vegetable Margarine contains: Palm Oil, Rapeseed Oil, Water, Emulsifier (Mono- and Di-Glycerides of Fatty Acids).",Energy 1825kJ / 436kcal ,Energy1825kJ / 436kcal1009kJ / 241kcalFat19.9g11.0gSaturates9.0g5.0gCarbohydrate60.0g33.2gSugars38.4g21.2gFibre2.2g1.,https://www.tesco.com/groceries/en-GB/products/293609944
Tesco Farmhouse Wholemeal Loaf 440G,No ratings yet,Nan,0.50,Sliced wholemeal bread dusted with white flour.,"INGREDIENTS: Wholemeal Wheat Flour, Water, Yeast, Salt, Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Spirit Vinegar, Emulsifiers (Mono-and Diglycerides of Fatty Acids, Mono- and Di-Acetyl Tartaric Acid Esters of Mono- and Di-Glycerides of Fatty Acids), Caramelised Sugar, Preservative (Calcium Propionate), Wheat Gluten, Rapeseed Oil, Flour Treatment Agent (Ascorbic Acid).",Energy 937kJ / 222kcal ,Energy937kJ / 222kcal347kJ / 82kcalFat1.9g0.7gSaturates0.5g0.2gCarbohydrate38.7g14.3gSugars3.6g1.3gFibre6.1g2.,https://www.tesco.com/groceries/en-GB/products/299389099
Tesco Curly The Caterpillar Cake Each,(12),3.5,6.00,"Chocolate Swiss roll filled with chocolate flavoured buttercream, covered in milk chocolate, finished with chocolate and sweet decorations.","INGREDIENTS LIST:Sugar, Milk Chocolate Covering (20%), Sweet Decorations (13%), Wheat Flour, Glucose Syrup, Butter (Milk), Pasteurised Egg, Fat Reduced Cocoa Powder, Soya Flour, Water, Invert Sugar Syrup, Pasteurised Egg White, Humectant (Glycerol), Palm Oil, Dried Skimmed Milk, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Maize Starch, Emulsifiers (Mono- and Di-Glycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids, Soya Lecithins), Acidity Regulator (Sodium Acetate), Rapeseed Oil, Preservatives (Acetic Acid, Potassium Sorbate), Dried Egg White, Flavouring.Milk Chocolate Covering contains: Sugar, Cocoa Butter, Cocoa Mass, Dried Skimmed Milk, Whey Powder (Milk), Milk Fat, Palm Oil, Emulsifier (Soya Lecithins), Sal Fat, Shea Fat, Mango Kernel Fat.Sweet Decorations contain: Sugar, White Chocolate, Milk Chocolate, Glucose Syrup, Water, Palm Oil, Rapeseed Oil, Whey Powder (Milk), Colours (Paprika Extract, Curcumin, Beta-Carotene, Chlorophyll, Anthocyanins, Riboflavins, Beetroot Red, Titanium Dioxide), Sunflower Oil, Wheat Flour, Glazing Agents (White and Yellow Beeswax, Shellac, Acacia, Carnauba Wax), Potato Starch, Humectant (Glycerol), Emulsifiers (Sunflower Lecithins, Soya Lecithins, Acacia, Mono- and Di-Glycerides of Fatty Acids), Stabilisers (Tragacanth, Xanthan Gum), Acidity Regulator (Citric Acid), Flavouring, Plant Concentrate (Elderberry Concentrate), Invert Sugar Syrup, Thickener (Hydroxypropyl Methyl Cellulose).Wheat Flour contains: Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin.White Chocolate contains: Sugar, Cocoa Butter, Dried Whole Milk, Dried Skimmed Milk, Emulsifier (Soya Lecithins), Flavouring.Milk Chocolate contains: Sugar, Cocoa Butter, Whey Powder (Milk), Fat Reduced Cocoa Powder, Dried Whole Milk, Emulsifier (Soya Lecithins).",Energy 1718kJ / 410kcal ,Energy1718kJ / 410kcal928kJ / 221kcalFat17.1g9.2gSaturates10.5g5.7gCarbohydrate57.8g31.2gSugars43.7g23.6gFibre2.6g1.,https://www.tesco.com/groceries/en-GB/products/259405113
Warburtons Gluten Free White Wraps 4 Pack,(10),3.6,2.35,4 Gluten Free White Wraps,"Water, Rice Flour, Tapioca Starch, Maize Starch, Fruit Extract (Carob and Apple), Stabilisers: Xanthan Gum, E464, Rapeseed Oil, Humectant: Vegetable Glycerine, Cornflour, Pea Protein, Preservatives: Potassium Sorbate, Calcium Propionate, Salt, Emulsifier: E481, Natural Flavouring, Flour Treatment Agent: E920 (Vegetarian)",Energy 1285kJ ,Energy1285kJ578kJ8400kJ-306kcal138kcal2000kcalFat5.8g2.6g70gof which saturates0.6g0.3g20gmono-unsaturates3.3g1.5gpolyunsaturates1.6g0.7,https://www.tesco.com/groceries/en-GB/products/301767513
Old El Paso 6 Regular Gluten Free Tortilla 216G,(34),4.5,3.00,"6 Gluten-free tapioca, corn and quinoa tortillas.","Tapioca Starch (53%), Water, White Corn Masa Flour (8%), Stabilisers (Glycerol, Xanthan Gum), Quinoa Flour (4%), Amaranth Flour, Emulsifier (Mono- and Diglycerides of Fatty Acids), Salt",Energy 1136 kJ / 268 kcal ,Energy 1136 kJ / 268 kcal409 kJ / 97 kcal5%Fat 2.2 g0.8 g1% of which saturates 0.7 g0.3 g1%Carbohydrate 58.0 g21.0 g8% of which sugars 0.3 g0.1 g<1%Fibre 3.8 g1.4 g-Pr,https://www.tesco.com/groceries/en-GB/products/301227329
Schar Brown Ciabatta Rolls 200G,(3),4.7,2.00,Gluten and wheat free brown ciabatta rolls.,"Maize Starch, Sourdough 14% (Rice Flour, Water), Water, Rice Flour, Sunflower Seeds 7%, Buckwheat Flour 5.5%, Flaxseeds 5%, Yeast, Vegetable Fibre (Psyllium, Bamboo), Apple Extract, Rice Starch, Thickener: Hydroxypropyl Methyl Cellulose, Sunflower Oil, Rice Syrup, Whole Rice Flour, Soya Protein, Millet Flour, Extra Virgin Olive Oil, Sea Salt, Acids: Citric Acid, Tartaric Acid",Nan,Energy1193 kJ596 kJ-285 kcal142 kcal7%Fat9.4 g4.7 g7%of which saturates1.0 g0.5 g3%Carbohydrate38 g19 g7%of which sugars4.6 g2.3 g3%Fibre9.6 g4.8 g-Prot,https://www.tesco.com/groceries/en-GB/products/291228401
Genius Gluten Free Spicy Fruit Loaf 400G,(6),4.5,2.50,Gluten Free Sliced Fruit Loaf,"Water, Tapioca Starch, Sultanas (12%), Rice Flour, Potato Starch, Vegetable Oil: Rapeseed Oil, Sunflower Oil, Yeast, Raisins (4%), Currants (3%), Caster Sugar, Psyllium Husk Powder, Humectant: Vegetable Glycerol, Stabiliser: Hydroxypropyl Methyl Cellulose, Free Range Dried Egg White, Maize Flour, Fermented Maize Starch, Iodised Salt: Salt, Potassium Iodate, Ground Cassia Cinnamon, Maize Starch, Mixed Spice: Coriander, Cinnamon, Ginger, Nutmeg, Fennel, Cloves, Cardamom, Rice Starch",Energy Per 100g ,Energy kJ/kcal1260kJ/299kcal365kJ/87kcal4%Fat 7.9g2.3g3% of which saturates 0.8g0.2g1%Carbohydrates51.3g14.9g6% of which sugars 17.0g4.9g5%Fibre 3.6g1.0gProtein 4.0g1.2g2%,https://www.tesco.com/groceries/en-GB/products/282073090
Genius Gluten Free Soft White Farmhouse 535G,(3),4.3,2.50,Gluten Free White Sliced Bread,"Starches [Maize, Potato, Tapioca], Water, Rapeseed Oil, Humectant (Vegetable Glycerol), Psyllium Husk, Yeast, Stabilisers (Hydroxypropyl Methyl Cellulose, Xanthan Gum), Golden Flaxseed, Free Range Dried Egg White, Rice Flour, Iodised Salt (Salt, Potassium Iodate), Dextrose, Fermented Maize Starch, Partially Inverted Sugar Syrup, Vitamins & Minerals (Calcium Carbonate, Niacin, Iron, Riboflavin, Thiamine, Folic Acid)",Nan,Energy 1067kJ/254kcal384kJ/91kcal5%Fat 5.2g1.9g3% of which saturates 0.4g0.1g1%Carbohydrate 51g18g7% of which sugars 3.9g1.4g2%Fibre 8.5g3.1gProtein 1.8g0.6g1%Salt 1.5g0.5g9%Vitamins & Minerals% RI* per 100gThiamin (B1) 0.2mg0.1mg20%Riboflavin (B2) 0.2mg0.1mg15%Niacin 2.8mg1.0mg18%Folic Acid 55.7µg20.1µg28%Calcium 160.7mg57.9mg20%Iron 3mg1.1mg21%*R,https://www.tesco.com/groceries/en-GB/products/273949444
Tesco White Stone Baked Boule,(3),5,1.60,Stone baked white boule.,"INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Fermented Wheat Flour, Yeast, Fermented Durum Wheat Flour, Salt, Semolina (Wheat), Flour Treatment Agent (Ascorbic Acid).",Energy 982kJ / 232kcal ,Energy982kJ / 232kcal785kJ / 185kcalFat0.7g0.6gSaturates0.2g0.1gCarbohydrate45.2g36.2gSugars2.5g2.0gFibre2.6g2.1,https://www.tesco.com/groceries/en-GB/products/305836633
Brioche Pasquier Milk Brioche Rolls 8Pk,(5),2.8,1.50,Brioche Rolls,"Wheat Flour 41% [with Calcium Carbonate, Iron, Niacin (B3) and Thiamin (B1)], Levain 20% (Wheat Flour (11%) [with Calcium, Iron, Niacin (B3), and Thiamin ( B1)], Water, Salt), Eggs, Sugar, Concentrated Butter (Milk), Rapeseed Oil, Yeast, Skimmed Milk Powder (equivalent of 10% Reconstituted Skimmed Milk), Emulsifier: Mono and Diglycerides of Fatty Acids, Salt, Wheat Proteins, Wheat Gluten, Carrot Extract, Flavourings, Flour Treatment Agent: Ascorbic Acid, Milk Proteins",Nan,"Energy 352 kcal 1479 kJ113 kcal 473 kJ6 %Fat 12 g3,8 g5 %Of which saturates 4 g1,3 g6 ",https://www.tesco.com/groceries/en-GB/products/265169066
Mr Kipling 6Pack Apple Pear& Custard Crumble Tarts,(8),2.9,2.25,"Shortcrust Pastry Cases with an Apple and Pear (25%) and Custard (23%) Filling, Topped with a Butter Crumble (14%).","Wheat Flour (with added Calcium, Iron, Niacin, Thiamin), Sugar, Vegetable Oils (Rapeseed, Palm), Dextrose, Glucose Syrup, Water, Diced Bramley Apple, Bramley Apple Purée, Salted Butter (Milk), Humectant (Vegetable Glycerine), Whey Powder (Milk), Diced Pear, Maize Starch, Tapioca Starch, Salt, Emulsifiers (Polyglycerol Esters of Fatty Acids, Sorbitan Monostearate, Polysorbate 60), Acid (Malic Acid), Milk Proteins, Preservatives (Potassium Sorbate, Sodium Metabisulphite (Sulphites), Sulphur Dioxide), Gelling Agent (Sodium Alginate), Colours (Titanium Dioxide, Carotenes, Curcumin), Dried Egg, Soya Flour, Flavourings (contain Milk)",Energy 1624kJ ,Energy 1624kJ842kJ-387kcal200kcalFat 14.4g7.5g of which Saturates 4.8g2.5gCarbohydrate 60.1g31.2g of,https://www.tesco.com/groceries/en-GB/products/304380821
Genius Gluten Free 6 Pancakes,(4),4.5,2.00,Gluten Free Pancakes,"Water, Potato Starch, Caster Sugar, Rice Flour, Partially Inverted Sugar Syrup, Humectant: Vegetable Glycerol, Free Range Dried Egg White, Vegetable Oil: Rapeseed Oil, Sunflower Oil, Maize Flour, Raising Agents: Disodium Diphosphate, Potassium Hydrogen Carbonate, Free Range Dried Egg, Maize Starch, Sugar, Stabilisers: Xanthan Gum, Hydroxypropyl Methyl Cellulose, Salt, Acidity Regulator: Citric Acid, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids",Energy Per 100g ,Energy kJ/kcal1071kJ/253kcal353kJ/83kcal4%Fat 3.7g1.2g2% of which saturates 0.4g0.1g2%Carbohydrate 49.0g16.0g6% of which sugars 21.0g6.9g8%Fibre 0.9g0.3gProtein 5.6g1.8g4,https://www.tesco.com/groceries/en-GB/products/291443226
Tesco Finest Free From Triple Chocolate Cookies 150G,(6),5,1.80,"Gluten free all butter cookies made with gluten free oats and tapioca starch with Belgian milk, dark and white and chocolate chunks, half coated in Belgian milk chocolate.","INGREDIENTS: Belgian Milk Chocolate Coating (19%) [Sugar, Cocoa Butter, Dried Whole Milk, Cocoa Mass, Emulsifier (Soya Lecithins), Flavouring], Gluten Free Oat Flour, Butter (Milk) (16%), Sugar, Milk Chocolate Chunks (8%) [Sugar, Dried Whole Milk, Cocoa Butter, Cocoa Mass, Emulsifier (Soya Lecithins), Flavouring], White Chocolate Chunks (7%) [Sugar, Cocoa Butter, Dried Whole Milk, Emulsifier (Soya Lecithins), Flavouring], Chocolate Chunks (7%) [Sugar, Cocoa Mass, Cocoa Butter, Emulsifier (Soya Lecithins), Flavouring], Gluten Free Oats, Tapioca Flour, Partially Inverted Sugar Syrup, Cocoa Powder, Raising Agent (Sodium Bicarbonate, Ammonium Bicarbonate), Flavouring, Stabiliser (Xanthan Gum), Salt, Fat Reduced Cocoa Powder.",Energy 2098kJ / 502kcal ,Energy2098kJ / 502kcal399kJ / 95kcalFat25.8g4.9gSaturates15.7g3.0gCarbohydrate60.2g11.4gSugars35.9g6.8gFibre3.1g0.,https://www.tesco.com/groceries/en-GB/products/278434838
Tesco Free From White Rolls 4 Pack,(10),3.3,1.80,"Gluten free white bread rolls made with tapioca starch, rice flour and potato starch dusted with rice flour","INGREDIENTS: Water, Rice Flour, Tapioca Starch, Maize Starch, Potato Starch, Bamboo Fibre, Maize Flour, Rapeseed Oil, Dried Egg White, Psyllium Husk Powder, Humectant (Vegetable Glycerol), Yeast, Stabilisers (Hydroxypropyl Methyl Cellulose, Xanthan Gum), Sugar, Salt, Preservatives (Calcium Propionate, Potassium Sorbate), Flavouring.",Energy 864kJ / 206kcal ,Energy864kJ / 206kcal648kJ / 154kcalFat4.1g3.1gSaturates0.3g0.2gCarbohydrate33.0g24.8gSugars1.6g1.2gFibre9.1g6.,https://www.tesco.com/groceries/en-GB/products/294006930
Crusty White Split Tin Sliced 800G,(3),1.3,1.10,Crusty White Split Tin 800g Sliced,"INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Yeast, Salt, Dextrose, Palm Oil, Flour Treatment Agent (Ascorbic Acid).",Energy 1089kJ / 257kcal ,Energy1089kJ / 257kcal545kJ / 128kcalFat1.3g0.7gSaturates0.3g0.2gCarbohydrate50.5g25.3gSugars2.7g1.4gFibre2.0g1.,https://www.tesco.com/groceries/en-GB/products/255809310
Wholemeal Loaf 800G,(7),3.7,1.10,Wholemeal Loaf 800g,"INGREDIENTS: Wholemeal Wheat Flour, Water, Yeast, Salt, Dextrose, Palm Oil, Flour Treatment Agent (Ascorbic Acid).",Energy 1038kJ / 245kcal ,Energy1038kJ / 245kcal519kJ / 123kcalFat1.6g0.8gSaturates0.4g0.2gCarbohydrate43.9g22.0gSugars2.7g1.4gFibre5.2g2.6,https://www.tesco.com/groceries/en-GB/products/257964778
Genius Gluten Free Toastie 500G,(1),4,2.60,Gluten Free Sliced White Bread,"Starches (Maize, Potato, Tapioca), Water, Rapeseed Oil, Humectant (Vegetable Glycerol), Psyllium Husk, Yeast, Stabilisers (Hydroxypropyl Methyl Cellulose, Xanthan Gum), Golden Flaxseed, Free Range Dried Egg White, Rice Flour, Iodised Salt (Salt, Potassium Iodate), Dextrose, Fermented Maize Starch, Partially Inverted Sugar Syrup, Vitamins & Minerals (Calcium Carbonate, Niacin, Iron, Riboflavin, Thiamine, Folic Acid)",Nan,Energy 1082kJ/258kcal357kJ/85kcal4%Fat 5.4g1.8g3% of which saturates 0.4g0.1g1%Carbohydrate 45g15g6% of which sugars 3.7g1.2g1%Fibre 8.5g2.8gProtein 1.8g0.6g1%Salt 0.99g0.33g5%Vitamins & Minerals% RI* per 100gThiamin (B1) 0.2mg0.1mg20%Riboflavin (B2) 0.2mg0.1mg15%Niacin 2.8mg0.9mg18%Folic Acid 55.7µg18.4µg28%Calcium 160.7mg53.0mg20%Iron 3mg1.0mg21%*Re,https://www.tesco.com/groceries/en-GB/products/291773130
Crusty White Split Tin 800G,(10),3.6,1.10,Crusty White Split Tin Bread 800g,"INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Yeast, Salt, Dextrose, Palm Oil, Flour Treatment Agent (Ascorbic Acid).",Energy 1089kJ / 257kcal ,Energy1089kJ / 257kcal545kJ / 128kcalFat1.3g0.7gSaturates0.3g0.2gCarbohydrate50.5g25.3gSugars2.7g1.4gFibre2.0g1.,https://www.tesco.com/groceries/en-GB/products/255809143
Crusty White Bloomer 800G,(7),4,1.10,Crusty White Bloomer 800g,"INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Yeast, Salt, Dextrose, Palm Oil, Flour Treatment Agent (Ascorbic Acid).",Energy 1089kJ / 257kcal ,Energy1089kJ / 257kcal545kJ / 128kcalFat1.3g0.7gSaturates0.3g0.2gCarbohydrate50.5g25.3gSugars2.7g1.4gFibre2.0g1.,https://www.tesco.com/groceries/en-GB/products/255809114
Warburtons Old English White Bread 400G,(26),4.4,1.50,Thick Sliced White Bread,"Wheat Flour [with Calcium, Iron, Niacin (B3) and Thiamin (B1)], Water, Yeast, Liquid Concentrated Sponge Extract (Water, Wheat Flour, Yeast), Vegetable Oil (Rapeseed, Sustainable Palm), Salt, Fermented Wheat Starch and Wheat Flour, Soya Flour, Flour Treatment Agent: Ascorbic Acid (Vitamin C)",Energy 1050kJ ,Energy 1050kJ420kJ8400kJ-248kcal99kcal2000kcalFat 2.9g1.2g70g of which saturates 0.6g0.2g20gCarbohydrate 44.3g17.7g260,https://www.tesco.com/groceries/en-GB/products/300810579
Tesco Oaty Flapjacks 5 Pack 170G,(3),2.3,1.20,5 Oat flapjacks with golden syrup.,"INGREDIENTS: Oats (44%), Invert Sugar Syrup (29%), Sugar, Palm Oil, Skimmed Milk, Rapeseed Oil, Coconut Oil, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Flavouring.",Energy 1763kJ / 420kcal ,Energy1763kJ / 420kcal599kJ / 143kcalFat16.8g5.7gSaturates6.1g2.1gCarbohydrate59.7g20.3gSugars32.4g11.0gFibre3.7g1.3,https://www.tesco.com/groceries/en-GB/products/287504748
Tesco 6 Welsh Cakes,(9),3.4,1.40,6 Welsh cakes.,"INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Currants (18%), Butter (Milk) (17%), Sugar, Pasteurised Egg, Lemon Juice, Raising Agents (Disodium Diphosphate, Potassium Carbonate), Ground Mixed Spices (Cassia, Coriander, Ginger, Dill, Nutmeg, Clove, Cinnamon).",Energy 1674kJ / 399kcal ,Energy1674kJ / 399kcal586kJ / 139kcalFat14.9g5.2gSaturates10.2g3.6gCarbohydrate59.1g20.7gSugars31.1g10.9gFibre2.6g0.9,https://www.tesco.com/groceries/en-GB/products/299650135
Old El Paso Corn Tortillas 335G,(5),2.2,1.45,8 Corn Tortillas,"Corn Flour (27%), Water, Wheat Flour, Stabiliser: Glycerol, Wheat Gluten, Sunflower Oil, Dextrose, Raising Agents: Sodium Acid Pyrophosphate, Sodium Bicarbonate, Emulsifier: Mono- and Diglycerides of Fatty Acids, Salt, Preservative: Potassium Sorbate, Acid: Citric Acid",Energy 1222 kJ / 289 kcal ,Energy 1222 kJ / 289 kcal512 kJ / 121 kcal6%Fat 4.8 g2.0 g3%of which saturates 0.7 g0.3 g2%Carbohydrate 51.8 g21.7 g8%of which sugars 4.4 g1.8 g2%Fibre 2.4 g1.0 g-Protein 8.5 g3.6 g7%Salt,https://www.tesco.com/groceries/en-GB/products/265461975
Warburtons Thoroughbread Lancashire 800G,(6),5,1.40,Thick Sliced White Bread,"Wheat Flour [with Calcium, Iron, Niacin (B3) and Thiamin (B1)], Water, Yeast, Vegetable Oil (Rapeseed, Sustainable Palm), Salt, Soya Flour, Preservative: Calcium Propionate, Emulsifiers: E481, E472e, Flour Treatment Agents: Ascorbic Acid (Vitamin C), E920 (Vegetarian), Flavouring",Energy 1053kJ ,Energy 1053kJ505kJ8400kJ-249kcal120kcal2000kcalFat 2.6g1.2g70g of which saturates 0.5g0.2g20gCarbohydrate 45.9g22.0g260,https://www.tesco.com/groceries/en-GB/products/299608331
Mrs Crimble's Chocolate Macaroons 6 Pack,(10),3.4,1.20,6 Big Coconut Macaroons with Chocolate Flavoured Coating,"Coconut (27%), Sugar, Glucose Syrup, Egg White, Potato Starch, Dextrose, Rice Flour, Palm Kernel Fat, Fat Reduced Cocoa Powder (1.5%), Palm Fat, Stabiliser: Sorbitan Tristearate, Emulsifier: Soya Lecithin",Nan,Energy 1870kJ/448kcal701kJ/168kcalFat 22.9g8.6gof which,https://www.tesco.com/groceries/en-GB/products/252958984
Tesco Finest Sicilian Lemon Curd Muffins 2 Pack,(18),3.2,1.50,"Lemon flavoured muffin filled with lemon curd, topped with a crumble and icing sugar and a white chocolate cream drizzle","INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Sugar, Pasteurised Egg, Rapeseed Oil, Sicilian Lemon Curd (11%) [Sugar, Pasteurised Egg, Butter (Milk), Water, Concentrated Lemon Juice, Stabiliser (Agar), Lemon Oil, Preservative (Sodium Metabisulphite, Potassium Metabisulphite)], Lemon Zest (3.5%), Inulin, Buttermilk (Milk), Dextrose, Sugar Beet, Coconut Oil, Palm Oil, Raising Agents (Potassium Carbonate, Disodium Phosphate, Calcium Phosphate), Starch, Milk Proteins, Palm Kernel oil, Cornflour, Flavourings, Wheat Starch, Butter (Milk), Emulsifier (Mono- and Di-Glycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids, Soya Lecithins), Salt, Glucose Syrup, Stabiliser (Xanthan Gum), Acidity Regulator (Citric Acid), Wheat Gluten, Colour (Carotenes).",Energy 1535kJ / 366kcal ,Energy1535kJ / 366kcal1688kJ / 402kcalFat15.9g17.5gSaturates3.8g4.2gCarbohydrate49.9g54.9gSugars29.8g32.8gFibre1.4g1.,https://www.tesco.com/groceries/en-GB/products/304368278
